,CrunchBase Ranking,Company Name/Organisation Name,Acquired by,About,Location,Number of Employees,Industry,IPO Status,Website,Founded Date,Headquarters,Founders,Operating Status,Hub Tags,Last Funding Type,Company Type,Investor Type,Investment Stage,Number of Investors,Number Funding Rounds,Total Funding Amount,Number of exits,Number of Lead Investors,Number of Acquisitions,Number of Current Team Members (core team),Number of Board Members/Advisors,Total Products Active,Product Downloads in the Last 30 Days,Active Tech Count,Monthly Visits,Monthly Visits Growth,Number of Articles,Number of Events,Number of Funds,Number of Investments,Number of Diversity Investments,Number of Exits,Related Hubs,Stock Symbol,IPO Date,Number of Sub,Organisations,Funding Rounds,Funds Raised (for VC),Number of Lead Investments
0,1,softbank,NA,"['SoftBank provides fixed-line, mobile telephony, internet, telecommunications, and digital television products.', 'through four major segments.\nThe mobile communications segment provides mobile communications services; produces and distributes online games for smartphones and other devices; offers mobile broadband services; provides supply chain solutions, handset protection, and insurance, buy-back and trade-in services, omni-channel solutions, and financial services; and sells mobile devices such as iPhones, iPads, and SoftBank smartphones. The sprint segment offers mobile and fixed-line voice and data transmission services for individual consumers, businesses, government subscribers, and resellers in Puerto Rico and the U.S., and sells mobile devices and accessories. The fixed-line telecommunications segment offers telecom services such as fixed-line telephone and data communications services to corporate customers; and broadband services to individual customers. The internet segment is engaged in the operation of the Yahoo! JAPAN portal; sale of internet advertising; operation of e-commerce sites; provision of membership services; sale and marketing of data centers; provision of online automobile-related information; and operation of the internet affiliate system.\nSoftBank also generates and sells electricity from renewable energy sources; provides payment processing, invoice collections, and computation services for businesses; distributes video, voice, and data content via media; operates IT information site ITmedia; provides solutions and services for online businesses, and operates online games and software downloads. Additionally, it is involved in the ownership of professional baseball team; operation of baseball games; management and maintenance of baseball stadium and other sports facilities; and procurement of funds by issuing preferred securities.\nSoftBank was established by Masayoshi Son in 1981 and is headquartered in Tokyo, Japan.']","Tokyo, Tokyo, Japan",10001+,"['Banking', 'Finance', 'Internet', 'Mobile', 'Telecommunications']",NA,global.softbank,"['Sep 3, 1981']",['Asia-Pacific (APAC)'],"['Masayoshi Son, Oketani Taku']",['Active'],NA,['Post-IPO Equity'],['For Profit'],NA,NA,1,1,$1B,53,1,12,NA,18,10,NA,94,"1,966",-73.81%,NA,NA,3,247,24,53,NA,['TYO:9984'],NA,NA,NA,NA,NA,NA
